trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,micelle_drug_conc,success,initial_drug_conc_surfactant_conc_ratio,Complexity
24,0.206,0.307,0.037,0,0,100,61,0,0,0,100,1,47,,,,
25,0.206,0.307,0.037,0,0,0,1,0,0,0,0,44,8,,,,
26,0.206,0.307,0.037,0,0,0,58,0,0,0,0,1,64,,,,
