trial_index,drug_name,s1,s2,s3,s4,s5,s6,s7,s8,IBP,surf_conc,obj_surf_conc,success,status,well_slot,plate_num
0,IBP,0.0,0.0,0.0,0.0,690.0,0.0,90.0,0.0,180.0,780.0,780.0,1,COMPLETED,B1,1
