trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,success,surfactant_input,Complexity
48,0.7056,0.5577,0.1047,0,0,0,0,3,0,0,0,14,100,,,
49,0.7056,0.5577,0.1047,0,0,0,0,0,0,24,0,52,100,,,
50,0.7056,0.5577,0.1047,89,0,0,0,0,0,0,0,1,100,,,
