trial_index,drug_name,well_slot,deep_well_slot,rack_1000,well_1000,well_50,replicates,s1,s2,s3,s4,s5,s6,s7,s8,total_vol,obj_total_vol
0,LOV,A1,A1,0,A1,A1,2,0.0,0.0,0.0,0.0,620.0,0.0,170.0,0.0,790.0,
1,LOV,A3,A3,0,A1,A1,2,0.0,0.0,640.0,0.0,0.0,0.0,0.0,395.0,1035.0,
2,LOV,A5,A5,0,A1,A1,2,0.0,0.0,185.0,0.0,640.0,0.0,0.0,0.0,825.0,
3,LOV,A7,A7,0,A1,A1,2,0.0,415.0,0.0,345.0,0.0,0.0,0.0,0.0,760.0,
4,LOV,A9,A9,0,A1,A1,2,750.0,0.0,0.0,0.0,0.0,315.0,0.0,0.0,1065.0,
5,LOV,A11,A11,0,A1,A1,2,0.0,360.0,420.0,0.0,0.0,0.0,0.0,0.0,780.0,
6,LOV,B1,B1,0,A1,A1,2,60.0,0.0,0.0,840.0,0.0,0.0,0.0,0.0,900.0,
7,LOV,B3,B3,0,A1,A1,2,85.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,585.0,
8,LOV,B5,B5,0,A1,A1,2,290.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,
