trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,surf_3_conc,drug_conc,surf_1,surf_2,surf_3,surf_conc,obj_surf_conc
68,IBP,0.2063,0.3073,0.0373,6,19,15,25.0,s7,s8,s8,40,
69,LOV,0.4045,0.4196,0.0728,39,6,42,25.0,s7,s3,s8,87,
70,DCF,0.2962,0.4364,0.0493,80,6,1,25.0,s7,s6,s8,87,
71,GLV,0.3528,0.281,0.0711,48,0,47,25.0,s7,s3,s4,95,
