trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,surf_3_conc,drug_conc,surf_1,surf_2,surf_3,surf_conc,obj_surf_conc
84,IBP,0.2063,0.3073,0.0373,9,0,87,25.0,s1,s3,s2,96,
85,LOV,0.4045,0.4196,0.0728,24,55,3,25.0,s6,s5,s1,82,
86,DCF,0.2962,0.4364,0.0493,15,10,49,25.0,s6,s6,s8,74,
87,GLV,0.3528,0.281,0.0711,8,6,26,25.0,s6,s5,s5,40,
