trial_index,drug_name,well_slot,deep_well_slot,rack_1000,well_1000,well_50,replicates,s1,s2,s3,s4,s5,s6,s7,s8,total_vol,success,absorbance,prior_best_vol,is_new_record,status
15,IBP,C7,C7,0,G8,E4,2,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,1,0.0485,60.0,True,COMPLETED
16,IBP,C9,C9,0,G8,E4,2,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0,0.089,60.0,False,COMPLETED
17,IBP,C11,C11,0,G8,E4,2,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,1,0.0375,60.0,True,COMPLETED
