trial_index,drug_name,well_slot,deep_well_slot,rack_1000,well_1000,well_50,replicates,s1,s2,s3,s4,s5,s6,s7,s8,total_vol,success,absorbance,prior_best_vol,is_new_record,status
2,IBP,A5,A5,0,C2,C1,2,0.0,0.0,150.0,300.0,0.0,0.0,0.0,0.0,450.0,0,0.079,1120.0,False,COMPLETED
3,IBP,A7,A7,0,C2,C1,2,0.0,0.0,200.0,0.0,870.0,0.0,0.0,0.0,1070.0,0,0.0835,1120.0,False,COMPLETED
