trial_index,drug_name,well_slot,deep_well_slot,rack_1000,well_1000,well_50,replicates,s1,s2,s3,s4,s5,s6,s7,s8,total_vol,success,absorbance,prior_best_vol,is_new_record,status
6,IBP,B1,B1,0,F4,H1,2,0.0,30.0,55.0,0.0,0.0,0.0,0.0,0.0,85.0,1,0.0495,175.0,True,COMPLETED
7,IBP,B3,B3,0,F4,H1,2,5.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,150.0,0,0.068,175.0,False,COMPLETED
8,IBP,B5,B5,0,F4,H1,2,0.0,0.0,0.0,0.0,40.0,0.0,100.0,0.0,140.0,1,0.043,175.0,True,COMPLETED
