trial_index,drug_name,well_slot,deep_well_slot,rack_1000,well_1000,well_50,replicates,s1,s2,s3,s4,s5,s6,s7,s8,total_vol,success,absorbance,prior_best_vol,is_new_record,status
2,IBP,A5,A5,0,C2,C1,2,0.0,0.0,145.0,605.0,0.0,0.0,0.0,0.0,750.0,1,0.0495,1095.0,True,COMPLETED
3,IBP,A7,A7,0,C2,C1,2,0.0,0.0,200.0,0.0,50.0,0.0,0.0,0.0,250.0,1,0.0335,1095.0,True,COMPLETED
