trial_index,drug_name,well_slot,deep_well_slot,rack_1000,well_1000,well_50,replicates,s1,s2,s3,s4,s5,s6,s7,s8,total_vol,success,absorbance,prior_best_vol,is_new_record,status
12,IBP,C1,C1,0,C7,G3,2,55.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,60.0,0,0.0555,85.0,True,COMPLETED
13,IBP,C3,C3,0,C7,G3,2,60.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,1,0.0455,85.0,True,COMPLETED
14,IBP,C5,C5,0,C7,G3,2,60.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,65.0,1,0.042,85.0,True,COMPLETED
