trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,success,surfactant_input,Complexity
56,IBP,0.2063,0.3073,0.0373,0,50,15,0,19,0,54,58,100,100,,,
57,IBP,0.2063,0.3073,0.0373,0,32,0,0,15,79,56,84,100,100,,,
58,LOV,0.4045,0.4196,0.0728,0,24,0,0,40,0,99,100,100,100,,,
59,LOV,0.4045,0.4196,0.0728,0,1,0,0,72,0,39,100,100,100,,,
60,DCF,0.2962,0.4364,0.0493,0,39,7,0,0,0,24,100,100,100,,,
61,DCF,0.2962,0.4364,0.0493,0,55,35,0,0,0,60,100,100,100,,,
62,GLV,0.3528,0.281,0.0711,0,0,0,0,50,0,56,100,100,100,,,
63,GLV,0.3528,0.281,0.0711,0,0,0,0,25,0,100,100,100,100,,,
