trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,success,surfactant_input,Complexity
48,IBP,0.2063,0.3073,0.0373,0,0,0,0,0,0,100,56,100,100,,,
49,IBP,0.2063,0.3073,0.0373,0,0,0,0,100,0,100,74,100,100,,,
50,LOV,0.4045,0.4196,0.0728,0,0,0,0,100,0,100,100,100,100,,,
51,LOV,0.4045,0.4196,0.0728,29,0,0,0,100,0,100,100,100,100,,,
52,DCF,0.2962,0.4364,0.0493,0,0,0,0,100,0,100,100,100,100,,,
53,DCF,0.2962,0.4364,0.0493,44,100,0,0,100,100,85,100,100,100,,,
54,GLV,0.3528,0.281,0.0711,0,0,0,0,100,0,100,100,100,100,,,
55,GLV,0.3528,0.281,0.0711,100,100,0,100,0,100,0,100,1,100,,,
