trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,surf_3_conc,drug_conc,surf_1,surf_2,surf_3,surf_conc,obj_surf_conc
76,IBP,0.2063,0.3073,0.0373,17,22,13,25.0,s1,s6,s8,52,
77,LOV,0.4045,0.4196,0.0728,47,7,44,25.0,s2,s3,s5,98,
78,DCF,0.2962,0.4364,0.0493,62,3,30,25.0,s7,s6,s2,95,
79,GLV,0.3528,0.281,0.0711,1,3,64,25.0,s1,s1,s1,68,
