trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,drug_conc,surf_1,surf_2,surf_conc,obj_surf_conc
24,IBP,0.2063,0.3073,0.0373,0,11,25.0,s7,s6,11,
25,IBP,0.2063,0.3073,0.0373,0,11,25.0,s7,s6,11,
26,IBP,0.2063,0.3073,0.0373,0,11,25.0,s7,s6,11,
27,IBP,0.2063,0.3073,0.0373,0,11,25.0,s7,s6,11,
