trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,success,surfactant_input,Complexity
15,0.206,0.307,0.037,0,0,100,0,0,100,0,100,91,100,,,
16,0.206,0.307,0.037,100,0,0,100,0,0,100,100,92,100,,,
17,0.206,0.307,0.037,100,0,100,100,0,100,0,0,90,100,,,
