trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,surf_3_conc,drug_conc,surf_1,surf_2,surf_3,surf_conc,obj_surf_conc
32,IBP,0.2063,0.3073,0.0373,0.5373236995481776,0.0,21.19595006613784,25.0,s6,s5,s1,21.733273765686018,
33,IBP,0.2063,0.3073,0.0373,8.182763232288005,0.012729679475304258,21.16996318041358,25.0,s6,s5,s1,29.36545609217689,
34,LOV,0.4045,0.4196,0.0728,3.0946534296379085,0.0,21.394074416297066,25.0,s6,s5,s1,24.488727845934974,
35,LOV,0.4045,0.4196,0.0728,2.6013972531176113,0.0,21.07508003216919,25.0,s6,s5,s1,23.6764772852868,
36,DCF,0.2962,0.4364,0.0493,2.1058627444780367,6.899389557889031e-13,21.170574334433944,25.0,s6,s5,s1,23.27643707891267,
37,DCF,0.2962,0.4364,0.0493,2.0785340160891286,0.4844468715509036,21.32938801004208,25.0,s6,s5,s1,23.89236889768211,
38,GLV,0.3528,0.281,0.0711,2.393523564579636e-15,1.3484331597230628e-15,21.22028605785046,25.0,s6,s5,s1,21.220286057850462,
39,GLV,0.3528,0.281,0.0711,2.0231749156057292e-16,0.0,21.34127097167323,25.0,s6,s5,s1,21.34127097167323,
