trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,success,surfactant_input,Complexity
51,0.2063,0.3073,0.0373,43,0,0,0,0,0,10,0,18,100,,,
52,0.2063,0.3073,0.0373,46,0,0,0,0,0,0,0,24,100,,,
53,0.2063,0.3073,0.0373,39,0,0,54,0,0,100,0,17,100,,,
