trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,success,surfactant_input,Complexity
60,0.2962,0.4364,0.0493,60,0,0,0,0,0,0,0,57,100,,,
61,0.2962,0.4364,0.0493,60,43,0,0,0,0,0,0,51,100,,,
62,0.2962,0.4364,0.0493,60,0,32,0,0,0,0,0,62,100,,,
