trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,drug_conc,surf_1,surf_2,surf_conc,obj_surf_conc
208,IBP,0.2063,0.3073,0.0373,0,7,25.0,s1,s7,7,
209,LOV,0.4045,0.4196,0.0728,0,5,25.0,s5,s1,5,
210,DCF,0.2962,0.4364,0.0493,10,16,25.0,s6,s6,26,
211,GLV,0.3528,0.281,0.0711,14,20,25.0,s6,s8,34,
