trial_index,drug_name,well_slot,deep_well_slot,rack_1000,well_1000,well_50,replicates,s1,s2,s3,s4,s5,s6,s7,s8,total_vol,success,absorbance,prior_best_vol,is_new_record,status
6,IBP,B5,B5,0,G5,C2,2,0.0,1030.0,0.0,0.0,0.0,0.0,0.0,5.0,1035.0,1,0.0375,1055.0,True,COMPLETED
7,IBP,B7,B7,0,G5,C2,2,0.0,1030.0,0.0,0.0,0.0,5.0,0.0,0.0,1035.0,1,0.037,1055.0,True,COMPLETED
