trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,surf_3_conc,drug_conc,surf_1,surf_2,surf_3,surf_conc,obj_surf_conc
40,IBP,0.2063,0.3073,0.0373,42,26,26,25.0,s1,s6,s8,94,
41,LOV,0.4045,0.4196,0.0728,33,14,35,25.0,s1,s6,s8,82,
42,DCF,0.2962,0.4364,0.0493,38,10,28,25.0,s1,s6,s8,76,
43,GLV,0.3528,0.281,0.0711,48,16,25,25.0,s1,s6,s8,89,
