trial_index,drug_name,well_slot,deep_well_slot,rack_1000,well_1000,well_50,replicates,s1,s2,s3,s4,s5,s6,s7,s8,total_vol,obj_total_vol
9,IBP,C7,C7,0,F6,B2,2,235.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,
10,IBP,C9,C9,0,F6,B2,2,0.0,0.0,0.0,0.0,5.0,80.0,0.0,0.0,85.0,
11,IBP,C11,C11,0,F6,B2,2,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,10.0,
