trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,success,surfactant_input,Complexity
81,0.494,0.3642,0.1136,0,0,100,8,0,100,0,100,100,100,,,
82,0.494,0.3642,0.1136,0,0,0,0,22,0,0,0,100,100,,,
83,0.494,0.3642,0.1136,0,0,0,89,0,100,0,100,100,100,,,
