trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,success,surfactant_input,Complexity
84,0.3448,0.5377,0.0178,20,0,0,0,0,0,0,0,41,100,,,
85,0.3448,0.5377,0.0178,88,0,0,0,0,0,0,0,75,100,,,
86,0.3448,0.5377,0.0178,19,0,0,0,0,0,0,0,100,100,,,
