trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,success,surfactant_input,Complexity
80,IBP,0.2063,0.3073,0.0373,1,0,0,52,0,0,0,80,100,100,,,
81,IBP,0.2063,0.3073,0.0373,0,45,3,0,0,25,100,51,100,100,,,
82,LOV,0.4045,0.4196,0.0728,0,0,0,31,37,0,0,100,100,100,,,
83,LOV,0.4045,0.4196,0.0728,0,0,0,26,66,0,0,100,85,100,,,
84,DCF,0.2962,0.4364,0.0493,0,0,0,50,0,0,0,100,100,100,,,
85,DCF,0.2962,0.4364,0.0493,1,0,0,30,0,0,0,24,100,100,,,
86,GLV,0.3528,0.281,0.0711,3,0,0,0,48,0,0,100,100,100,,,
87,GLV,0.3528,0.281,0.0711,0,0,0,0,48,0,0,100,87,100,,,
