trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,success,surfactant_input,Complexity
87,0.494,0.3642,0.1136,0,0,2,2,23,0,14,0,36,100,,,
88,0.494,0.3642,0.1136,0,0,0,0,24,0,0,0,36,100,,,
89,0.494,0.3642,0.1136,0,0,0,0,100,0,0,0,100,100,,,
