trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,surf_3_conc,drug_conc,surf_1,surf_2,surf_3,surf_conc,obj_surf_conc
0,IBP,0.2063,0.3073,0.0373,6.342537747696042,19.79255275800824,10.062114521861076,25.0,s8,s6,s7,36.19720502756536,
1,IBP,0.2063,0.3073,0.0373,25.38895425386727,2.403562143445015,19.870580919086933,25.0,s3,s2,s6,47.66309731639922,
2,LOV,0.4045,0.4196,0.0728,0.5619284231215715,27.77170091867447,0.44598919339478016,25.0,s5,s7,s3,28.77961853519082,
3,LOV,0.4045,0.4196,0.0728,14.076332002878189,3.4227336291223764,7.078612456098199,25.0,s3,s3,s8,24.577678088098764,
4,DCF,0.2962,0.4364,0.0493,13.45692495815456,31.46618972532451,1.5700268559157848,25.0,s1,s4,s5,46.493141539394855,
5,DCF,0.2962,0.4364,0.0493,20.0191970448941,14.549109572544694,11.283737001940608,25.0,s6,s8,s7,45.8520436193794,
6,GLV,0.3528,0.281,0.0711,2.750313561409712,12.241790909320116,9.081532154232264,25.0,s1,s1,s6,24.07363662496209,
7,GLV,0.3528,0.281,0.0711,5.021025240421295,0.8626881986856461,17.897260980680585,25.0,s6,s5,s1,23.780974419787526,
