trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,drug_conc,surf_1,surf_2,surf_conc,obj_surf_conc
72,IBP,0.2063,0.3073,0.0373,50,5,25.0,s7,s6,55,
73,LOV,0.4045,0.4196,0.0728,3,57,25.0,s6,s1,60,
74,DCF,0.2962,0.4364,0.0493,84,11,25.0,s7,s6,95,
75,GLV,0.3528,0.281,0.0711,1,79,25.0,s6,s1,80,
76,IBP,0.2063,0.3073,0.0373,24,4,25.0,s7,s4,28,
77,LOV,0.4045,0.4196,0.0728,9,62,25.0,s6,s1,71,
78,DCF,0.2962,0.4364,0.0493,57,21,25.0,s7,s4,78,
79,GLV,0.3528,0.281,0.0711,9,59,25.0,s6,s1,68,
