trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,drug_conc,surf_1,surf_2,surf_conc,obj_surf_conc
148,IBP,0.2063,0.3073,0.0373,9,0,25.0,s7,s6,9,
149,LOV,0.4045,0.4196,0.0728,11,0,25.0,s4,s4,11,
150,DCF,0.2962,0.4364,0.0493,13,17,25.0,s4,s8,30,
151,GLV,0.3528,0.281,0.0711,11,50,25.0,s6,s1,61,
