trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,success,surfactant_input,Complexity
69,0.2063,0.3073,0.0373,45,0,0,0,0,0,0,0,70,100,,,
70,0.2063,0.3073,0.0373,92,0,5,0,0,0,0,0,56,100,,,
71,0.2063,0.3073,0.0373,0,0,40,0,0,9,0,0,100,100,,,
