trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,success,surfactant_input,Complexity
75,0.3528,0.281,0.0711,0,26,0,0,0,0,71,4,100,100,,,
76,0.3528,0.281,0.0711,0,74,0,0,0,0,100,0,100,100,,,
77,0.3528,0.281,0.0711,0,0,0,0,22,0,100,0,100,100,,,
