trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,success,surfactant_input,Complexity
72,0.2063,0.3073,0.0373,10,13,0,0,0,5,0,2,15,100,,,
73,0.2063,0.3073,0.0373,23,100,0,0,0,1,0,0,14,100,,,
74,0.2063,0.3073,0.0373,28,0,0,0,0,8,0,0,15,100,,,
