trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,drug_conc,surf_1,surf_2,surf_conc,obj_surf_conc
88,IBP,0.2063,0.3073,0.0373,27,33,25.0,s7,s4,60,
89,LOV,0.4045,0.4196,0.0728,6,8,25.0,s4,s8,14,
90,DCF,0.2962,0.4364,0.0493,30,62,25.0,s7,s4,92,
91,GLV,0.3528,0.281,0.0711,9,55,25.0,s4,s8,64,
92,IBP,0.2063,0.3073,0.0373,26,7,25.0,s7,s4,33,
93,LOV,0.4045,0.4196,0.0728,5,26,25.0,s4,s8,31,
94,DCF,0.2962,0.4364,0.0493,35,64,25.0,s7,s4,99,
95,GLV,0.3528,0.281,0.0711,9,37,25.0,s4,s8,46,
