trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,surf_3_conc,drug_conc,surf_1,surf_2,surf_3,surf_conc,obj_surf_conc
92,IBP,0.2063,0.3073,0.0373,13,7,13,25.0,s1,s6,s8,33,
93,LOV,0.4045,0.4196,0.0728,8,0,26,25.0,s6,s2,s7,34,
94,DCF,0.2962,0.4364,0.0493,17,29,26,25.0,s6,s5,s5,72,
95,GLV,0.3528,0.281,0.0711,2,35,26,25.0,s5,s6,s5,63,
