trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,success,surfactant_input,Complexity
8,IBP,0.2063,0.3073,0.0373,100,100,0,100,0,0,100,100,100,100,,,
9,IBP,0.2063,0.3073,0.0373,0,100,100,0,100,100,100,100,100,100,,,
10,LOV,0.4045,0.4196,0.0728,0,0,0,0,0,0,0,4,1,100,,,
11,LOV,0.4045,0.4196,0.0728,0,0,100,0,100,100,0,0,1,100,,,
12,GBC,0.494,0.3642,0.1136,100,0,0,100,0,0,0,0,1,100,,,
13,GBC,0.494,0.3642,0.1136,100,100,0,100,0,0,100,100,100,100,,,
14,CTZ,0.3448,0.5377,0.0178,100,0,0,100,0,0,0,0,1,100,,,
15,CTZ,0.3448,0.5377,0.0178,0,0,100,0,100,100,0,0,1,100,,,
