trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,drug_conc,surf_1,surf_2,surf_conc,obj_surf_conc
40,IBP,0.2063,0.3073,0.0373,16,18,25.0,s4,s8,34,
41,LOV,0.4045,0.4196,0.0728,11,18,25.0,s4,s8,29,
42,DCF,0.2962,0.4364,0.0493,12,18,25.0,s4,s8,30,
43,GLV,0.3528,0.281,0.0711,10,18,25.0,s4,s8,28,
44,IBP,0.2063,0.3073,0.0373,16,18,25.0,s4,s8,34,
45,LOV,0.4045,0.4196,0.0728,10,18,25.0,s4,s8,28,
46,DCF,0.2962,0.4364,0.0493,10,18,25.0,s4,s8,28,
47,GLV,0.3528,0.281,0.0711,14,18,25.0,s4,s8,32,
