trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,drug_conc,surf_1,surf_2,surf_conc,obj_surf_conc
12,IBP,0.2063,0.3073,0.0373,3,2,25.0,s1,s8,5,
13,IBP,0.2063,0.3073,0.0373,1,6,25.0,s1,s8,7,
14,IBP,0.2063,0.3073,0.0373,1,5,25.0,s1,s8,6,
15,IBP,0.2063,0.3073,0.0373,1,6,25.0,s1,s8,7,
