trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,surf_3_conc,drug_conc,surf_1,surf_2,surf_3,surf_conc,obj_surf_conc
72,IBP,0.2063,0.3073,0.0373,46,6,21,25.0,s1,s3,s8,73,
73,LOV,0.4045,0.4196,0.0728,3,0,25,25.0,s3,s6,s8,28,
74,DCF,0.2962,0.4364,0.0493,66,0,0,25.0,s6,s6,s5,66,
75,GLV,0.3528,0.281,0.0711,34,0,1,25.0,s8,s6,s2,35,
