trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,success,surfactant_input,Complexity
48,0.2962,0.4364,0.0493,0,0,0,0,4,0,0,0,4,100,,,
49,0.2962,0.4364,0.0493,72,0,0,0,0,0,0,0,19,100,,,
50,0.2962,0.4364,0.0493,0,0,0,0,0,0,0,26,30,100,,,
