trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,success,surfactant_input,Complexity
51,0.2962,0.4364,0.0493,100,0,0,0,0,0,0,0,14,100,,,
52,0.2962,0.4364,0.0493,100,0,35,0,0,0,0,0,22,100,,,
53,0.2962,0.4364,0.0493,100,0,100,0,0,0,0,0,100,100,,,
