trial_index,drug_name,well_slot,deep_well_slot,rack_1000,well_1000,well_50,replicates,s1,s2,s3,s4,s5,s6,s7,s8,original_total_vol,reported_vol,success,absorbance,prior_best_vol,is_new_record,status
18,IBP,D1,D1,0,C12,C3,2,185.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,340.0,340.0,1,0.035,585.0,True,COMPLETED
19,IBP,D3,D3,0,C12,C3,2,185.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,340.0,340.0,1,0.034,585.0,True,COMPLETED
20,IBP,D5,D5,0,C12,C3,2,165.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,220.0,220.0,1,0.035,585.0,True,COMPLETED
21,IBP,D7,D7,0,C12,C3,2,165.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,220.0,220.0,1,0.034,585.0,True,COMPLETED
22,IBP,D9,D9,0,C12,C3,2,150.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,1,0.0335,585.0,True,COMPLETED
23,IBP,D11,D11,0,C12,C3,2,150.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,1,0.033,585.0,True,COMPLETED
