trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,drug_conc,surf_1,surf_2,surf_conc,obj_surf_conc
17,IBP,0.2063,0.3073,0.0373,9,4,25.0,s7,s3,13,
18,IBP,0.2063,0.3073,0.0373,9,4,25.0,s7,s3,13,
19,IBP,0.2063,0.3073,0.0373,9,4,25.0,s7,s3,13,
20,IBP,0.2063,0.3073,0.0373,9,4,25.0,s7,s3,13,
