trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,Loading,Loading_STD,Surfactant_conc,Surfactant_conc_STD,Complexity,Complexity_STD
24,0.206,0.307,0.037,0,0,0,0,0,0,0,0,1,52,,,,,,
25,0.206,0.307,0.037,0,0,0,0,0,0,79,0,39,100,,,,,,
26,0.206,0.307,0.037,0,0,0,0,0,100,100,0,1,46,,,,,,
27,0.206,0.307,0.037,0,0,0,0,0,0,0,0,44,100,,,,,,
28,0.206,0.307,0.037,0,0,0,0,0,0,0,0,17,58,,,,,,
29,0.206,0.307,0.037,0,0,100,0,0,0,100,0,1,57,,,,,,
