trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,success,surfactant_input,Complexity
69,0.2962,0.4364,0.0493,80,0,0,0,0,0,56,0,100,100,,,
70,0.2962,0.4364,0.0493,36,0,0,0,0,0,69,0,100,100,,,
71,0.2962,0.4364,0.0493,58,23,0,0,0,0,100,0,58,100,,,
