trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,success,surfactant_input,Complexity
72,IBP,0.2063,0.3073,0.0373,0,100,0,100,0,0,0,98,100,100,,,
73,IBP,0.2063,0.3073,0.0373,0,0,0,100,0,0,0,100,100,100,,,
74,LOV,0.4045,0.4196,0.0728,0,0,0,100,100,0,0,100,100,100,,,
75,LOV,0.4045,0.4196,0.0728,0,0,0,100,100,0,100,100,100,100,,,
76,DCF,0.2962,0.4364,0.0493,0,0,0,0,0,0,0,100,100,100,,,
77,DCF,0.2962,0.4364,0.0493,0,0,0,100,0,0,0,100,100,100,,,
78,GLV,0.3528,0.281,0.0711,0,0,0,0,94,0,0,100,100,100,,,
79,GLV,0.3528,0.281,0.0711,0,0,0,0,100,0,0,100,100,100,,,
