trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,drug_conc,surf_1,surf_2,surf_conc,obj_surf_conc
56,IBP,0.2063,0.3073,0.0373,40,15,25.0,s7,s6,55,
57,LOV,0.4045,0.4196,0.0728,28,56,25.0,s4,s8,84,
58,DCF,0.2962,0.4364,0.0493,39,60,25.0,s4,s8,99,
59,GLV,0.3528,0.281,0.0711,28,61,25.0,s4,s8,89,
60,IBP,0.2063,0.3073,0.0373,41,17,25.0,s7,s6,58,
61,LOV,0.4045,0.4196,0.0728,18,61,25.0,s4,s8,79,
62,DCF,0.2962,0.4364,0.0493,31,61,25.0,s4,s8,92,
63,GLV,0.3528,0.281,0.0711,41,58,25.0,s4,s8,99,
