trial_index,drug_name,well_slot,deep_well_slot,rack_1000,well_1000,well_50,replicates,s1,s2,s3,s4,s5,s6,s7,s8,total_vol,obj_total_vol
0,IBP,A1,A1,0,A1,A1,3,0.0,0.0,715.0,0.0,0.0,0.0,0.0,90.0,805.0,
1,IBP,A4,A3,0,A1,A1,3,0.0,0.0,205.0,0.0,815.0,0.0,0.0,0.0,1020.0,
2,IBP,A7,A5,0,A1,A1,3,0.0,0.0,0.0,0.0,690.0,0.0,80.0,0.0,770.0,
