trial_index,drug_name,well_slot,deep_well_slot,rack_1000,well_1000,well_50,replicates,s1,s2,s3,s4,s5,s6,s7,s8,total_vol,obj_total_vol
2,IBP,E3,E5,0,C4,F4,1,0.0,0.0,105.0,425.0,0.0,0.0,0.0,0.0,530.0,
3,IBP,E4,E7,0,C4,F4,1,0.0,0.0,145.0,0.0,80.0,0.0,0.0,0.0,225.0,
