trial_index,drug_name,s1,s2,s3,s4,s5,s6,s7,s8,IBP,surf_conc,obj_surf_conc
2,IBP,0.0,0.0,0.0,0.0,205.0,0.0,225.0,0.0,180.0,430.0,
