trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,success,surfactant_input,Complexity
75,0.3448,0.5377,0.0178,3,38,0,0,0,0,40,4,100,100,,,
76,0.3448,0.5377,0.0178,3,66,0,0,0,0,60,0,100,100,,,
77,0.3448,0.5377,0.0178,88,0,0,0,0,0,0,0,54,100,,,
