trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,Loading,Loading_STD,Surfactant_conc,Surfactant_conc_STD,Complexity,Complexity_STD
36,0.206,0.307,0.037,0,0,0,0,0,34,75,0,23,100,,,,,,
37,0.206,0.307,0.037,0,0,0,0,0,0,54,0,1,100,,,,,,
38,0.206,0.307,0.037,0,0,0,0,0,33,79,0,34,100,,,,,,
39,0.206,0.307,0.037,0,0,0,0,0,46,71,0,1,1,,,,,,
40,0.206,0.307,0.037,14,0,0,0,0,20,82,0,45,100,,,,,,
41,0.206,0.307,0.037,0,0,0,0,0,0,62,0,28,100,,,,,,
