trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,surf_3_conc,drug_conc,surf_1,surf_2,surf_3,surf_conc,obj_surf_conc
104,IBP,0.2063,0.3073,0.0373,25,5,35,25.0,s1,s3,s2,65,
105,LOV,0.4045,0.4196,0.0728,34,36,12,25.0,s1,s8,s7,82,
106,DCF,0.2962,0.4364,0.0493,3,24,31,25.0,s1,s3,s6,58,
107,GLV,0.3528,0.281,0.0711,10,13,23,25.0,s1,s3,s7,46,
