trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,surf_3_conc,drug_conc,surf_1,surf_2,surf_3,surf_conc,obj_surf_conc
80,IBP,0.2063,0.3073,0.0373,5,16,31,25.0,s1,s8,s2,52,
81,LOV,0.4045,0.4196,0.0728,1,35,40,25.0,s7,s5,s8,76,
82,DCF,0.2962,0.4364,0.0493,21,10,14,25.0,s6,s1,s3,45,
83,GLV,0.3528,0.281,0.0711,38,30,7,25.0,s4,s4,s1,75,
