trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,drug_conc,surf_1,surf_2,surf_conc,obj_surf_conc
48,IBP,0.2063,0.3073,0.0373,22,15,25.0,s7,s6,37,
49,LOV,0.4045,0.4196,0.0728,15,16,25.0,s7,s6,31,
50,DCF,0.2962,0.4364,0.0493,22,16,25.0,s7,s6,38,
51,GLV,0.3528,0.281,0.0711,26,15,25.0,s7,s6,41,
52,IBP,0.2063,0.3073,0.0373,23,15,25.0,s7,s6,38,
53,LOV,0.4045,0.4196,0.0728,28,15,25.0,s7,s6,43,
54,DCF,0.2962,0.4364,0.0493,29,16,25.0,s7,s6,45,
55,GLV,0.3528,0.281,0.0711,26,14,25.0,s7,s6,40,
