trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,success,surfactant_input,Complexity
63,0.2063,0.3073,0.0373,100,0,13,0,1,0,0,0,28,100,,,
64,0.2063,0.3073,0.0373,100,0,7,0,10,0,100,0,28,100,,,
65,0.2063,0.3073,0.0373,31,0,0,0,0,0,0,0,39,100,,,
