trial_index,drug_name,s1,s2,s3,s4,s5,s6,s7,s8,IBP,LOV,DCF,GLV,surf_conc,obj_surf_conc
6,LOV,0.0,0.0,0.0,0.0,315.0,0.0,195.0,0.0,0.0,180.0,0.0,0.0,510.0,
