trial_index,drug_name,s1,s2,s3,s4,s5,s6,s7,s8,IBP,LOV,DCF,GLV,surf_conc,obj_surf_conc
5,LOV,5.0,1185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,1190.0,
