,trial_index,drug,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,dmso,water
0,0,103.2,59.85401459854014,71.82481751824818,59.85401459854014,35.91240875912409,119.70802919708028,11.970802919708028,5.985401459854014,41.89781021897811,101.75182481751825,95.76642335766422,107.73722627737227,107.73722627737227,16.799999999999997,180.00000000000017
1,1,2.4,47.89915966386554,20.168067226890756,25.210084033613448,42.857142857142854,25.210084033613448,32.77310924369748,40.33613445378151,25.210084033613448,12.605042016806724,7.563025210084033,17.647058823529413,2.5210084033613445,117.6,700.0
2,2,64.8,64.51612903225806,103.22580645161291,12.903225806451614,32.25806451612903,19.35483870967742,122.58064516129035,32.25806451612903,122.58064516129035,0.0,32.25806451612903,19.35483870967742,38.70967741935484,55.199999999999996,400.0
3,3,45.599999999999994,0.9523809523809523,3.8095238095238093,17.14285714285714,13.333333333333332,14.285714285714283,6.666666666666666,11.428571428571429,3.8095238095238093,11.428571428571429,15.238095238095237,10.476190476190474,11.428571428571429,74.39999999999999,880.0
4,4,24.0,27.428571428571427,130.28571428571428,102.85714285714285,68.57142857142856,75.42857142857143,27.428571428571427,68.57142857142856,102.85714285714285,27.428571428571427,6.857142857142857,6.857142857142857,75.42857142857143,96.0,279.99999999999994
