trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,drug_conc,surf_1,surf_2,surf_conc,obj_surf_conc
8,IBP,0.2063,0.3073,0.0373,7,14,25.0,s2,s6,21,
9,IBP,0.2063,0.3073,0.0373,8,15,25.0,s2,s6,23,
10,IBP,0.2063,0.3073,0.0373,6,16,25.0,s2,s6,22,
11,IBP,0.2063,0.3073,0.0373,9,14,25.0,s2,s6,23,
