trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,micelle_drug_conc,success,initial_drug_conc_surfactant_conc_ratio,Complexity
30,0.206,0.307,0.037,0,0,0,69,0,0,0,0,14,98,,,,
31,0.206,0.307,0.037,0,0,0,5,0,0,0,0,11,68,,,,
32,0.206,0.307,0.037,0,0,0,2,0,0,0,0,14,84,,,,
