trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,success,surfactant_input,Complexity
54,0.2063,0.3073,0.0373,19,0,0,0,14,0,0,0,40,100,,,
55,0.2063,0.3073,0.0373,29,0,0,0,21,0,0,0,16,100,,,
56,0.2063,0.3073,0.0373,29,0,0,0,55,0,0,0,15,100,,,
