trial_index,drug_name,well_slot,deep_well_slot,rack_1000,well_1000,well_50,replicates,s1,s2,s3,s4,s5,s6,s7,s8,total_vol,obj_total_vol
4,IBP,B1,B1,0,E4,A2,2,0.0,465.0,0.0,0.0,0.0,590.0,0.0,0.0,1055.0,
5,IBP,B3,B3,0,E4,A2,2,0.0,470.0,0.0,0.0,0.0,585.0,0.0,0.0,1055.0,
