trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,drug_conc,surf_1,surf_2,surf_conc,obj_surf_conc
12,IBP,0.2063,0.3073,0.0373,0,1,25.0,s2,s6,1,
13,IBP,0.2063,0.3073,0.0373,0,1,25.0,s2,s6,1,
14,IBP,0.2063,0.3073,0.0373,1,0,25.0,s2,s6,1,
15,IBP,0.2063,0.3073,0.0373,0,1,25.0,s2,s6,1,
